Date,HomeTeam,HomeAbbr,HomeTeamScore,VisitorScore,HomeGoalDiff,VisitorTeam,VisitorAbbr,HomeWin,Draw,HomeLoss,HomePoints,VisitorPoints,HomeTimeZone,VisitorTimeZone,VisitorTimeZoneDiff,HomeConf,VisitorConf,HomeLat,HomeLong,VisitorLat,VisitorLong,NauticalMiles,HomeTeamSalary,HomeTeamAttendance,HomeTeamCapacity,FractionFull
5/26/2012,Chivas USA,Chiv,1,1,0,Seattle Sounders FC,SEA,0,1,0,1,1,8,8,0,8,8,0.592247811,-2.066469834,0.831649389,-2.134537675,842,3230000,13056,18800,0.694468085
5/26/2012,Colorado Rapids,ColRa,3,2,1,Montreal Impact,Mntrl,1,0,0,3,0,7,5,-2,7,5,0.693768378,-1.830274427,0.793543615,-1.287180323,1407,3430000,15175,18086,0.839046777
5/26/2012,Columbus Crew,Colum,2,1,1,Chicago Fire,Chi,1,0,0,3,0,5,6,1,5,6,0.698131701,-1.44658648,0.729256157,-1.531526419,245,3330000,14397,20145,0.714668652
5/26/2012,D.C. United,DCU,3,2,1,New England Revolution,NE,1,0,0,3,0,5,5,0,5,5,0.678060414,-1.344484719,0.739438408,-1.239764964,345,4190000,13846,19467,0.711254944
5/26/2012,Houston Dynamo,Hou,2,1,1,Los Angeles Galaxy,LAGxy,1,0,0,3,0,6,8,2,6,8,0.523017581,-1.664171442,0.592247811,-2.066469834,1195,3000000,20946,22000,0.952090909
5/26/2012,Portland Timbers,Port,1,1,0,Vancouver Whitecaps,Van,0,1,0,1,1,8,8,0,8,8,0.795870139,-2.139773663,0.860155851,-2.148797015,222,4160000,20438,20438,1
5/26/2012,Real Salt Lake,RSL,3,2,1,FC Dallas,FCDal,1,0,0,3,0,7,6,-1,7,6,0.71151314,-1.954192804,0.573340659,-1.690351381,866,3520000,19087,20213,0.944293277
5/26/2012,Toronto FC,Tor,1,0,1,Philadelphia Union,Phil,1,0,0,3,0,5,5,0,5,5,0.762417413,-1.389863279,0.696094902,-1.313360262,301,8250000,18155,21140,0.858798486
5/27/2012,Sporting Kansas City,SKC,2,1,1,San Jose Earthquakes,SJE,1,0,0,3,0,6,8,2,6,8,0.682715208,-1.651662667,0.652171946,-2.128132317,1286,3120000,19404,18467,1.050739156
6/2/2012,New England Revolution,NE,2,0,2,Chicago Fire,Chi,1,0,0,3,0,5,6,1,5,6,0.739438408,-1.239764964,0.729256157,-1.531526419,744,3260000,14001,20000,0.70005
6/10/2012,Vancouver Whitecaps,Van,3,1,2,Houston Dynamo,Hou,1,0,0,3,0,8,6,-2,8,6,0.860155851,-2.148797015,0.523017581,-1.664171442,1711,4370000,19475,21000,0.927380952
6/16/2012,Chivas USA,Chiv,0,3,-3,Real Salt Lake,RSL,0,0,1,0,3,8,7,-1,8,7,0.592247811,-2.066469834,0.71151314,-1.954192804,512,3230000,13056,18800,0.694468085
6/16/2012,Houston Dynamo,Hou,2,1,1,FC Dallas,FCDal,1,0,0,3,0,6,6,0,6,6,0.523017581,-1.664171442,0.573340659,-1.690351381,189,3000000,20946,22000,0.952090909
6/16/2012,Montreal Impact,Mntrl,4,1,3,Seattle Sounders FC,SEA,1,0,0,3,0,5,8,3,5,8,0.793543615,-1.287180323,0.831649389,-2.134537675,1974,3030000,22772,20341,1.119512315
6/16/2012,New England Revolution,NE,0,0,0,Columbus Crew,Colum,0,1,0,1,1,5,5,0,5,5,0.739438408,-1.239764964,0.698131701,-1.44658648,553,3260000,14001,20000,0.70005
6/16/2012,Philadelphia Union,Phil,0,1,-1,D.C. United,DCU,0,0,1,0,3,5,5,0,5,5,0.696094902,-1.313360262,0.678060414,-1.344484719,103,3620000,18053,18500,0.975837838
6/16/2012,Sporting Kansas City,SKC,2,0,2,Toronto FC,Tor,1,0,0,3,0,6,5,-1,6,5,0.682715208,-1.651662667,0.762417413,-1.389863279,727,3120000,19404,18467,1.050739156
6/16/2012,Vancouver Whitecaps,Van,1,0,1,Colorado Rapids,ColRa,1,0,0,3,0,8,7,-1,8,7,0.860155851,-2.148797015,0.693768378,-1.830274427,964,4370000,19475,21000,0.927380952
6/17/2012,Chicago Fire,Chi,3,1,2,New York Red Bulls,NY,1,0,0,3,0,6,5,-1,6,5,0.729256157,-1.531526419,0.711802865,-1.290962452,624,3230000,16407,20000,0.82035
6/17/2012,Los Angeles Galaxy,LAGxy,1,0,1,Portland Timbers,Port,1,0,0,3,0,8,8,0,8,8,0.592247811,-2.066469834,0.795870139,-2.139773663,726,12630000,23136,27000,0.856888889
6/20/2012,Chivas USA,Chiv,2,1,1,Montreal Impact,Mntrl,1,0,0,3,0,8,5,-3,8,5,0.592247811,-2.066469834,0.793543615,-1.287180323,2143,3230000,13056,18800,0.694468085
6/20/2012,Colorado Rapids,ColRa,1,2,-1,San Jose Earthquakes,SJE,0,0,1,0,3,7,8,1,7,8,0.693768378,-1.830274427,0.652171946,-2.128132317,812,3430000,15175,18086,0.839046777
6/20/2012,Houston Dynamo,Hou,3,3,0,Toronto FC,Tor,0,1,0,1,1,6,5,-1,6,5,0.523017581,-1.664171442,0.762417413,-1.389863279,1113,3000000,20946,22000,0.952090909
6/20/2012,Real Salt Lake,RSL,2,3,-1,Los Angeles Galaxy,LAGxy,0,0,1,0,3,7,8,1,7,8,0.71151314,-1.954192804,0.592247811,-2.066469834,512,3520000,19087,20213,0.944293277
6/20/2012,Seattle Sounders FC,SEA,1,1,0,Sporting Kansas City,SKC,0,1,0,1,1,8,6,-2,8,6,0.831649389,-2.134537675,0.682715208,-1.651662667,1302,3980000,43104,38500,1.119584416
6/20/2012,Vancouver Whitecaps,Van,1,1,0,New York Red Bulls,NY,0,1,0,1,1,8,5,-3,8,5,0.860155851,-2.148797015,0.711802865,-1.290962452,2106,4370000,19475,21000,0.927380952
6/23/2012,Chicago Fire,Chi,2,1,1,Columbus Crew,Colum,1,0,0,3,0,6,5,-1,6,5,0.729256157,-1.531526419,0.698131701,-1.44658648,245,3230000,16407,20000,0.82035
6/23/2012,FC Dallas,FCDal,0,0,0,Chivas USA,Chiv,0,1,0,1,1,6,8,2,6,8,0.573340659,-1.690351381,0.592247811,-2.066469834,1080,3450000,14199,20500,0.692634146
6/23/2012,Los Angeles Galaxy,LAGxy,3,0,3,Vancouver Whitecaps,Van,1,0,0,3,0,8,8,0,8,8,0.592247811,-2.066469834,0.860155851,-2.148797015,945,12630000,23136,27000,0.856888889
6/23/2012,Montreal Impact,Mntrl,4,2,2,Houston Dynamo,Hou,1,0,0,3,0,5,6,1,5,6,0.793543615,-1.287180323,0.523017581,-1.664171442,1376,3030000,22772,20341,1.119512315
6/23/2012,Philadelphia Union,Phil,4,0,4,Sporting Kansas City,SKC,1,0,0,3,0,5,6,1,5,6,0.696094902,-1.313360262,0.682715208,-1.651662667,897,3620000,18053,18500,0.975837838
6/23/2012,Real Salt Lake,RSL,1,2,-1,San Jose Earthquakes,SJE,0,0,1,0,3,7,8,1,7,8,0.71151314,-1.954192804,0.652171946,-2.128132317,507,3520000,19087,20213,0.944293277
6/23/2012,Toronto FC,Tor,2,2,0,New England Revolution,NE,0,1,0,1,1,5,5,0,5,5,0.762417413,-1.389863279,0.739438408,-1.239764964,385,8250000,18155,21140,0.858798486
6/24/2012,New York Red Bulls,NY,3,2,1,D.C. United,DCU,1,0,0,3,0,5,5,0,5,5,0.711802865,-1.290962452,0.678060414,-1.344484719,183,12960000,18281,25000,0.73124
6/24/2012,Portland Timbers,Port,2,1,1,Seattle Sounders FC,SEA,1,0,0,3,0,8,8,0,8,8,0.795870139,-2.139773663,0.831649389,-2.134537675,124,4160000,20438,20438,1
6/27/2012,Montreal Impact,Mntrl,0,3,-3,Toronto FC,Tor,0,0,1,0,3,5,5,0,5,5,0.793543615,-1.287180323,0.762417413,-1.389863279,273,3030000,22772,20341,1.119512315
6/29/2012,Sporting Kansas City,SKC,0,1,-1,Chicago Fire,Chi,0,0,1,0,3,6,6,0,6,6,0.682715208,-1.651662667,0.729256157,-1.531526419,353,3120000,19404,18467,1.050739156
6/30/2012,Colorado Rapids,ColRa,3,0,3,Portland Timbers,Port,1,0,0,3,0,7,8,1,7,8,0.693768378,-1.830274427,0.795870139,-2.139773663,855,3430000,15175,18086,0.839046777
6/30/2012,Columbus Crew,Colum,2,0,2,Real Salt Lake,RSL,1,0,0,3,0,5,7,2,5,7,0.698131701,-1.44658648,0.71151314,-1.954192804,1324,3330000,14397,20145,0.714668652
6/30/2012,D.C. United,DCU,3,0,3,Montreal Impact,Mntrl,1,0,0,3,0,5,5,0,5,5,0.678060414,-1.344484719,0.793543615,-1.287180323,423,4190000,13846,19467,0.711254944
6/30/2012,Houston Dynamo,Hou,2,1,1,Philadelphia Union,Phil,1,0,0,3,0,6,5,-1,6,5,0.523017581,-1.664171442,0.696094902,-1.313360262,1150,3000000,20946,22000,0.952090909
6/30/2012,New England Revolution,NE,2,2,0,Seattle Sounders FC,SEA,0,1,0,1,1,5,8,3,5,8,0.739438408,-1.239764964,0.831649389,-2.134537675,2157,3260000,14001,20000,0.70005
6/30/2012,San Jose Earthquakes,SJE,4,3,1,Los Angeles Galaxy,LAGxy,1,0,0,3,0,8,8,0,8,8,0.652171946,-2.128132317,0.592247811,-2.066469834,268,3210000,13293,10525,1.262992874
6/30/2012,Toronto FC,Tor,1,1,0,New York Red Bulls,NY,0,1,0,1,1,5,5,0,5,5,0.762417413,-1.389863279,0.711802865,-1.290962452,306,8250000,18155,21140,0.858798486
7/3/2012,Houston Dynamo,Hou,0,0,0,Chicago Fire,Chi,0,1,0,1,1,6,6,0,6,6,0.523017581,-1.664171442,0.729256157,-1.531526419,799,3000000,20946,22000,0.952090909
7/3/2012,Portland Timbers,Port,2,1,1,San Jose Earthquakes,SJE,1,0,0,3,0,8,8,0,8,8,0.795870139,-2.139773663,0.652171946,-2.128132317,495,4160000,20438,20438,1
7/4/2012,Colorado Rapids,ColRa,0,1,-1,Vancouver Whitecaps,Van,0,0,1,0,3,7,8,1,7,8,0.693768378,-1.830274427,0.860155851,-2.148797015,964,3430000,15175,18086,0.839046777
7/4/2012,FC Dallas,FCDal,1,1,0,Toronto FC,Tor,0,1,0,1,1,6,5,-1,6,5,0.573340659,-1.690351381,0.762417413,-1.389863279,1036,3450000,14199,20500,0.692634146
7/4/2012,Los Angeles Galaxy,LAGxy,1,2,-1,Philadelphia Union,Phil,0,0,1,0,3,8,5,-3,8,5,0.592247811,-2.066469834,0.696094902,-1.313360262,2080,12630000,23136,27000,0.856888889
7/4/2012,Montreal Impact,Mntrl,1,3,-2,Sporting Kansas City,SKC,0,0,1,0,3,5,6,1,5,6,0.793543615,-1.287180323,0.682715208,-1.651662667,998,3030000,22772,20341,1.119512315
7/4/2012,Real Salt Lake,RSL,0,0,0,Seattle Sounders FC,SEA,0,1,0,1,1,7,8,1,7,8,0.71151314,-1.954192804,0.831649389,-2.134537675,606,3520000,19087,20213,0.944293277
7/7/2012,Chivas USA,Chiv,0,0,0,Vancouver Whitecaps,Van,0,1,0,1,1,8,8,0,8,8,0.592247811,-2.066469834,0.860155851,-2.148797015,945,3230000,13056,18800,0.694468085
7/7/2012,FC Dallas,FCDal,0,0,0,San Jose Earthquakes,SJE,0,1,0,1,1,6,8,2,6,8,0.573340659,-1.690351381,0.652171946,-2.128132317,1257,3450000,14199,20500,0.692634146
7/7/2012,Real Salt Lake,RSL,3,0,3,Portland Timbers,Port,1,0,0,3,0,7,8,1,7,8,0.71151314,-1.954192804,0.795870139,-2.139773663,547,3520000,19087,20213,0.944293277
7/7/2012,Seattle Sounders FC,SEA,2,1,1,Colorado Rapids,ColRa,1,0,0,3,0,8,7,-1,8,7,0.831649389,-2.134537675,0.693768378,-1.830274427,889,3980000,43104,38500,1.119584416
7/7/2012,Sporting Kansas City,SKC,0,0,0,Houston Dynamo,Hou,0,1,0,1,1,6,6,0,6,6,0.682715208,-1.651662667,0.523017581,-1.664171442,550,3120000,19404,18467,1.050739156
7/8/2012,Chicago Fire,Chi,0,2,-2,Los Angeles Galaxy,LAGxy,0,0,1,0,3,6,8,2,6,8,0.729256157,-1.531526419,0.592247811,-2.066469834,1517,3230000,16407,20000,0.82035
7/8/2012,Montreal Impact,Mntrl,2,1,1,Columbus Crew,Colum,1,0,0,3,0,5,5,0,5,5,0.793543615,-1.287180323,0.698131701,-1.44658648,519,3030000,22772,20341,1.119512315
7/8/2012,New England Revolution,NE,2,0,2,New York Red Bulls,NY,1,0,0,3,0,5,5,0,5,5,0.739438408,-1.239764964,0.711802865,-1.290962452,162,3260000,14001,20000,0.70005
7/8/2012,Philadelphia Union,Phil,3,0,3,Toronto FC,Tor,1,0,0,3,0,5,5,0,5,5,0.696094902,-1.313360262,0.762417413,-1.389863279,301,3620000,18053,18500,0.975837838
7/11/2012,Toronto FC,Tor,3,2,1,Vancouver Whitecaps,Van,1,0,0,3,0,5,8,3,5,8,0.762417413,-1.389863279,0.860155851,-2.148797015,1802,8250000,18155,21140,0.858798486
7/14/2012,Chicago Fire,Chi,1,0,1,Vancouver Whitecaps,Van,1,0,0,3,0,6,8,2,6,8,0.729256157,-1.531526419,0.860155851,-2.148797015,1537,3230000,16407,20000,0.82035
7/14/2012,Colorado Rapids,ColRa,1,2,-1,FC Dallas,FCDal,0,0,1,0,3,7,6,-1,7,6,0.693768378,-1.830274427,0.573340659,-1.690351381,567,3430000,15175,18086,0.839046777
7/14/2012,Columbus Crew,Colum,0,2,-2,Sporting Kansas City,SKC,0,0,1,0,3,5,6,1,5,6,0.698131701,-1.44658648,0.682715208,-1.651662667,546,3330000,14397,20145,0.714668652
7/14/2012,New England Revolution,NE,0,1,-1,Toronto FC,Tor,0,0,1,0,3,5,5,0,5,5,0.739438408,-1.239764964,0.762417413,-1.389863279,385,3260000,14001,20000,0.70005
7/14/2012,Philadelphia Union,Phil,2,1,1,Montreal Impact,Mntrl,1,0,0,3,0,5,5,0,5,5,0.696094902,-1.313360262,0.793543615,-1.287180323,341,3620000,18053,18500,0.975837838
7/14/2012,Portland Timbers,Port,3,5,-2,Los Angeles Galaxy,LAGxy,0,0,1,0,3,8,8,0,8,8,0.795870139,-2.139773663,0.592247811,-2.066469834,726,4160000,20438,20438,1
7/14/2012,San Jose Earthquakes,SJE,5,0,5,Real Salt Lake,RSL,1,0,0,3,0,8,7,-1,8,7,0.652171946,-2.128132317,0.71151314,-1.954192804,507,3210000,13293,10525,1.262992874
7/15/2012,Houston Dynamo,Hou,4,0,4,D.C. United,DCU,1,0,0,3,0,6,5,-1,6,5,0.523017581,-1.664171442,0.678060414,-1.344484719,1049,3000000,20946,22000,0.952090909
7/15/2012,New York Red Bulls,NY,2,2,0,Seattle Sounders FC,SEA,0,1,0,1,1,5,8,3,5,8,0.711802865,-1.290962452,0.831649389,-2.134537675,2084,12960000,18281,25000,0.73124
7/18/2012,Chivas USA,Chiv,1,0,1,Portland Timbers,Port,1,0,0,3,0,8,8,0,8,8,0.592247811,-2.066469834,0.795870139,-2.139773663,726,3230000,13056,18800,0.694468085
7/18/2012,Houston Dynamo,Hou,2,1,1,Sporting Kansas City,SKC,1,0,0,3,0,6,6,0,6,6,0.523017581,-1.664171442,0.682715208,-1.651662667,550,3000000,20946,22000,0.952090909
7/18/2012,Montreal Impact,Mntrl,2,1,1,New England Revolution,NE,1,0,0,3,0,5,5,0,5,5,0.793543615,-1.287180323,0.739438408,-1.239764964,220,3030000,22772,20341,1.119512315
7/18/2012,New York Red Bulls,NY,1,0,1,Chicago Fire,Chi,1,0,0,3,0,5,6,1,5,6,0.711802865,-1.290962452,0.729256157,-1.531526419,624,12960000,18281,25000,0.73124
7/18/2012,San Jose Earthquakes,SJE,2,1,1,FC Dallas,FCDal,1,0,0,3,0,8,6,-2,8,6,0.652171946,-2.128132317,0.573340659,-1.690351381,1257,3210000,13293,10525,1.262992874
7/18/2012,Toronto FC,Tor,2,1,1,Colorado Rapids,ColRa,1,0,0,3,0,5,7,2,5,7,0.762417413,-1.389863279,0.693768378,-1.830274427,1150,8250000,18155,21140,0.858798486
7/18/2012,Vancouver Whitecaps,Van,2,2,0,Los Angeles Galaxy,LAGxy,0,1,0,1,1,8,8,0,8,8,0.860155851,-2.148797015,0.592247811,-2.066469834,945,4370000,19475,21000,0.927380952
7/21/2012,Columbus Crew,Colum,1,0,1,D.C. United,DCU,1,0,0,3,0,5,5,0,5,5,0.698131701,-1.44658648,0.678060414,-1.344484719,280,3330000,14397,20145,0.714668652
7/21/2012,FC Dallas,FCDal,5,0,5,Portland Timbers,Port,1,0,0,3,0,6,8,2,6,8,0.573340659,-1.690351381,0.795870139,-2.139773663,1411,3450000,14199,20500,0.692634146
7/21/2012,Houston Dynamo,Hou,3,0,3,Montreal Impact,Mntrl,1,0,0,3,0,6,5,-1,6,5,0.523017581,-1.664171442,0.793543615,-1.287180323,1376,3000000,20946,22000,0.952090909
7/21/2012,Los Angeles Galaxy,LAGxy,3,1,2,Chivas USA,Chiv,1,0,0,3,0,8,8,0,8,8,0.592247811,-2.066469834,0.592247811,-2.066469834,0,12630000,23136,27000,0.856888889
7/21/2012,New York Red Bulls,NY,2,0,2,Philadelphia Union,Phil,1,0,0,3,0,5,5,0,5,5,0.711802865,-1.290962452,0.696094902,-1.313360262,80,12960000,18281,25000,0.73124
7/21/2012,Real Salt Lake,RSL,2,0,2,Colorado Rapids,ColRa,1,0,0,3,0,7,7,0,7,7,0.71151314,-1.954192804,0.693768378,-1.830274427,331,3520000,19087,20213,0.944293277
7/21/2012,Sporting Kansas City,SKC,0,0,0,New England Revolution,NE,0,1,0,1,1,6,5,-1,6,5,0.682715208,-1.651662667,0.739438408,-1.239764964,1087,3120000,19404,18467,1.050739156
7/22/2012,Vancouver Whitecaps,Van,2,1,1,San Jose Earthquakes,SJE,1,0,0,3,0,8,8,0,8,8,0.860155851,-2.148797015,0.652171946,-2.128132317,717,4370000,19475,21000,0.927380952
7/27/2012,Real Salt Lake,RSL,2,1,1,Vancouver Whitecaps,Van,1,0,0,3,0,7,8,1,7,8,0.71151314,-1.954192804,0.860155851,-2.148797015,695,3520000,19087,20213,0.944293277
7/28/2012,Colorado Rapids,ColRa,1,2,-1,Seattle Sounders FC,SEA,0,0,1,0,3,7,8,1,7,8,0.693768378,-1.830274427,0.831649389,-2.134537675,889,3430000,15175,18086,0.839046777
7/28/2012,FC Dallas,FCDal,0,1,-1,Los Angeles Galaxy,LAGxy,0,0,1,0,3,6,8,2,6,8,0.573340659,-1.690351381,0.592247811,-2.066469834,1080,3450000,14199,20500,0.692634146
7/28/2012,Montreal Impact,Mntrl,3,1,2,New York Red Bulls,NY,1,0,0,3,0,5,5,0,5,5,0.793543615,-1.287180323,0.711802865,-1.290962452,281,3030000,22772,20341,1.119512315
7/28/2012,Portland Timbers,Port,0,1,-1,Chivas USA,Chiv,0,0,1,0,3,8,8,0,8,8,0.795870139,-2.139773663,0.592247811,-2.066469834,726,4160000,20438,20438,1
7/28/2012,San Jose Earthquakes,SJE,1,1,0,Chicago Fire,Chi,0,1,0,1,1,8,6,-2,8,6,0.652171946,-2.128132317,0.729256157,-1.531526419,1592,3210000,13293,10525,1.262992874
7/28/2012,Sporting Kansas City,SKC,1,2,-1,Columbus Crew,Colum,0,0,1,0,3,6,5,-1,6,5,0.682715208,-1.651662667,0.698131701,-1.44658648,546,3120000,19404,18467,1.050739156
7/28/2012,Toronto FC,Tor,0,2,-2,Houston Dynamo,Hou,0,0,1,0,3,5,6,1,5,6,0.762417413,-1.389863279,0.523017581,-1.664171442,1113,8250000,18155,21140,0.858798486
7/29/2012,Philadelphia Union,Phil,2,1,1,New England Revolution,NE,1,0,0,3,0,5,5,0,5,5,0.696094902,-1.313360262,0.739438408,-1.239764964,242,3620000,18053,18500,0.975837838
8/3/2012,Houston Dynamo,Hou,2,0,2,New York Red Bulls,NY,1,0,0,3,0,6,5,-1,6,5,0.523017581,-1.664171442,0.711802865,-1.290962452,1226,3000000,20946,22000,0.952090909
8/4/2012,Chicago Fire,Chi,2,1,1,Toronto FC,Tor,1,0,0,3,0,6,5,-1,6,5,0.729256157,-1.531526419,0.762417413,-1.389863279,375,3230000,16407,20000,0.82035
8/4/2012,Colorado Rapids,ColRa,1,0,1,Real Salt Lake,RSL,1,0,0,3,0,7,7,0,7,7,0.693768378,-1.830274427,0.71151314,-1.954192804,331,3430000,15175,18086,0.839046777
8/4/2012,D.C. United,DCU,1,0,1,Columbus Crew,Colum,1,0,0,3,0,5,5,0,5,5,0.678060414,-1.344484719,0.698131701,-1.44658648,280,4190000,13846,19467,0.711254944
8/4/2012,Montreal Impact,Mntrl,2,0,2,Philadelphia Union,Phil,1,0,0,3,0,5,5,0,5,5,0.793543615,-1.287180323,0.696094902,-1.313360262,341,3030000,22772,20341,1.119512315
8/4/2012,New England Revolution,NE,0,1,-1,Sporting Kansas City,SKC,0,0,1,0,3,5,6,1,5,6,0.739438408,-1.239764964,0.682715208,-1.651662667,1087,3260000,14001,20000,0.70005
8/5/2012,Portland Timbers,Port,1,1,0,FC Dallas,FCDal,0,1,0,1,1,8,6,-2,8,6,0.795870139,-2.139773663,0.573340659,-1.690351381,1411,4160000,20438,20438,1
8/5/2012,Seattle Sounders FC,SEA,4,0,4,Los Angeles Galaxy,LAGxy,1,0,0,3,0,8,8,0,8,8,0.831649389,-2.134537675,0.592247811,-2.066469834,842,3980000,43104,38500,1.119584416
8/8/2012,Sporting Kansas City,SKC,1,1,0,Seattle Sounders FC,SEA,0,1,0,1,1,6,8,2,6,8,0.682715208,-1.651662667,0.831649389,-2.134537675,1302,3120000,19404,18467,1.050739156
8/10/2012,New York Red Bulls,NY,2,0,2,Houston Dynamo,Hou,1,0,0,3,0,5,6,1,5,6,0.711802865,-1.290962452,0.523017581,-1.664171442,1226,12960000,18281,25000,0.73124
8/11/2012,FC Dallas,FCDal,3,2,1,Colorado Rapids,ColRa,1,0,0,3,0,6,7,1,6,7,0.573340659,-1.690351381,0.693768378,-1.830274427,567,3450000,14199,20500,0.692634146
8/11/2012,San Jose Earthquakes,SJE,2,1,1,Seattle Sounders FC,SEA,1,0,0,3,0,8,8,0,8,8,0.652171946,-2.128132317,0.831649389,-2.134537675,617,3210000,13293,10525,1.262992874
8/11/2012,Sporting Kansas City,SKC,2,1,1,D.C. United,DCU,1,0,0,3,0,6,5,-1,6,5,0.682715208,-1.651662667,0.678060414,-1.344484719,820,3120000,19404,18467,1.050739156
8/11/2012,Vancouver Whitecaps,Van,2,1,1,Real Salt Lake,RSL,1,0,0,3,0,8,7,-1,8,7,0.860155851,-2.148797015,0.71151314,-1.954192804,695,4370000,19475,21000,0.927380952
8/12/2012,Chivas USA,Chiv,0,4,-4,Los Angeles Galaxy,LAGxy,0,0,1,0,3,8,8,0,8,8,0.592247811,-2.066469834,0.592247811,-2.066469834,0,3230000,13056,18800,0.694468085
8/12/2012,New England Revolution,NE,0,1,-1,Montreal Impact,Mntrl,0,0,1,0,3,5,5,0,5,5,0.739438408,-1.239764964,0.793543615,-1.287180323,220,3260000,14001,20000,0.70005
8/12/2012,Philadelphia Union,Phil,1,3,-2,Chicago Fire,Chi,0,0,1,0,3,5,6,1,5,6,0.696094902,-1.313360262,0.729256157,-1.531526419,578,3620000,18053,18500,0.975837838
8/15/2012,Columbus Crew,Colum,1,1,0,Los Angeles Galaxy,LAGxy,0,1,0,1,1,5,8,3,5,8,0.698131701,-1.44658648,0.592247811,-2.066469834,1729,3330000,14397,20145,0.714668652
8/15/2012,Toronto FC,Tor,2,2,0,Portland Timbers,Port,0,1,0,1,1,5,8,3,5,8,0.762417413,-1.389863279,0.795870139,-2.139773663,1816,8250000,18155,21140,0.858798486
8/15/2012,Vancouver Whitecaps,Van,0,2,-2,FC Dallas,FCDal,0,0,1,0,3,8,6,-2,8,6,0.860155851,-2.148797015,0.573340659,-1.690351381,1530,4370000,19475,21000,0.927380952
